Publication.Number;Publication.Year;IPC;Main.IPC.Subclass;Simple.Family;Count.of.Simple.Family.Members;Simple.Family.Cited.by.Count;Count.of.Other.References;Count.of.Cited.by.Patents;Count.of.Cites.Patents;Count.of.Cited.by.Patents.Within.3.years;Count.of.Cited.by.Patents.Within.5.years;Simple.Legal.Status;Count.of.claims;Quality.of.Family;Classifier
WO2006004570A3;2006;B64C39/10 | B64C39/00 | B64C13/16 | B64C9/08 | B64C9/00 | B64C13/00 | B64C9/02;B64C;US20050173593A1 | US20060022086A1 | US7111810 | US7516921 | WO2006004570A2 | WO2006004570A3 | WO2006004570B1;7;5;0;0;0;0;0;Undetermined;29;High;Strong
US6575407;2003;B64C7/00 | B64C3/00 | B64C3/48 | B64C39/00;B64C;US20020043590A1 | US6575407;2;27;0;17;13;3;3;Inactive;43;High;Strong
GB191310216A;1914;B64C39/00;B64C;GB191310216A;1;0;0;0;0;0;0;Inactive;33;Low;Weak
AU474805B;1974;B64C39/00;B64C;AU474805B;1;3;0;3;0;0;0;Inactive;68;Low;Weak
FR631859A;1927;B64C39/00 | B64C39/08;B64C;FR631859A;1;1;0;1;0;0;0;Inactive;1;Low;Strong
FR12220E;1910;B64C3/54 | B64C39/00 | B64C3/00;B64C;FR12220E | FR409319A;2;0;0;0;0;0;0;Inactive;40;Low;Strong
US6142421;2000;B64D1/00 | B64D1/22 | B64C39/00 | B64D39/00 | B64C39/02 | B64D37/00 | B64D37/06 | B64D37/12 | B64D37/04 | F42B15/00 | B64D37/02;B64D;US6142421;1;39;0;39;12;0;1;Inactive;47;High;Strong
FR2677952B1;1993;B64C39/00;B64C;FR2677952A1 | FR2677952B1;2;1;0;0;0;0;0;Inactive;23;Low;Strong
US7097136;2006;B64C35/00 | B63G8/28 | B63G8/30 | B63G13/00 | B64C1/00 | B64C1/06 | B64C37/00 | B64C39/00 | B64C39/02 | F41F3/07 | F42B15/20;B64C;US20050230535A1 | US7097136;2;36;0;14;24;8;9;Inactive;20;High;Weak
GB191100499A;1911;B64C39/00;B64C;GB191100499A;1;0;0;0;0;0;0;Inactive;1;Low;Weak
FR930991A;1948;B64C39/00 | B64C39/04;B64C;FR930991A;1;0;0;0;0;0;0;Inactive;2;Low;Strong
CN101658718A;2010;A62C3/02 | A62B99/00 | B64C39/00;A62C;CN101658718A;1;0;0;0;0;0;0;Inactive;9;Low;Weak
RU2011132733A;2013;B64C39/00;B64C;RU2011132733A | RU2520854C2;2;0;0;0;0;0;0;Undetermined;3;Low;Strong
CN104512549A;2015;B64C39/00;B64C;CN104512549A;1;0;0;0;0;0;0;Inactive;5;Low;Weak
ES2107858T3;1997;B64C | B64C39/00 | B64C39/02 | B64C27/20 | B64C29/00;B64C;AT159219T | AU1994076505A1 | AU683930B | BG61837B1 | BG99658A | BRPI9405609A2 | CA2149759A1 | CN1050333C | CN1114831A | CZ13040095A3 | CZ287460B6 | DE59404344D1 | DK0668829T3 | EP0668829A1 | EP0668829B1 | ES2107858T3 | FI952442A | FI952442A0 | GR3025589T3 | HU217059B | HU9501387D0 | HUT70654A | JP1996503673A | LT3902B | LT95062A | LV11451A | LV11451B | NO307041B1 | NO951998D0 | NO951998L | NZ273272A | PL175216B1 | PL308911A1 | RO115514B1 | RU2126344C1 | RU95113098A | SI9420005A | SK80895A3 | TW262445B | WO1995008472A1;40;27;0;1;0;0;0;Inactive;63;Low;Weak
FR1036163A;1953;B64C39/00 | B64C39/06;B64C;FR1036163A;1;1;0;1;0;1;1;Inactive;3;Low;Weak
GB190914927A;1910;B64C39/00;B64C;GB190914927A;1;0;0;0;0;0;0;Inactive;10;Low;Strong
CN202481313U;2012;B64C39/00 | B64C11/00;B64C;CN202481313U;1;3;0;3;4;0;0;Inactive;6;Low;Weak
FR620634A;1927;B64C39/00;B64C;FR620634A;1;0;0;0;0;0;0;Inactive;1;Low;Weak
FR2278565B1;1976;B63H1/36 | B64C39/00 | F03B17/06 | F03D5/06;B63H;FR2278565A1 | FR2278565B1;2;19;0;0;0;0;0;Inactive;14;Low;Strong
GB471946A;1937;B64C39/00;B64C;GB471946A;1;2;0;2;0;0;0;Inactive;13;Low;Weak
GB370892A;1932;B64C39/00 | B64C39/04;B64C;GB370892A;1;0;0;0;0;0;0;Inactive;28;Low;Strong
GB191005164A;1910;B64C39/00;B64C;GB191005164A;1;1;0;1;0;0;0;Inactive;5;Low;Weak
EP1951567A4;2013;B64C1/38 | B64C15/00 | B60V3/08 | B64C1/00 | B64C1/14 | B64C1/22 | B64C3/00 | B64C3/40 | B64C23/00 | B64C27/08 | B64C27/20 | B64C29/00 | B64C39/00;B64C;BRPI0618228A2 | CA2627519A1 | CN101535123A | EP1951567A2 | EP1951567A4 | JP2009513435A | KR1020080077968A | RU2008121869A | WO2007052271A2 | WO2007052271A3;10;24;1;0;3;0;0;Pending;17;Low;Weak
GB190911021A;1910;B64C39/00 | B64C39/10;B64C;GB190911021A;1;0;0;0;0;0;0;Inactive;6;Low;Strong
GB718483A;1954;B64C39/10 | B64C39/00;B64C;GB718483A;1;1;0;1;0;0;1;Inactive;10;Low;Weak
CA2353695A1;2003;B64C39/00 | B64C29/00 | B64D27/00 | B64D31/00 | B64D33/00 | B64D37/00;B64C;CA2353695A1;1;0;0;0;0;0;0;Inactive;12;Low;Weak
GB191029531A;1912;B64C39/00 | B64C3/00 | B64C39/06 | B64C3/56;B64C;GB190909635A | GB191029531A;2;3;0;0;0;0;0;Inactive;2;Low;Weak
DE3644899A1;1988;B64C39/00 | B64C39/06;B64C;DE3644899A1;1;9;0;9;1;1;1;Inactive;92;Low;Strong
GB190905649A;1910;B64C39/00;B64C;GB190905649A;1;0;0;0;0;0;0;Inactive;6;Low;Weak
FR1293089A;1962;B64C39/00 | B64C11/00;B64C;FR1293089A;1;0;0;0;0;0;0;Inactive;1;Low;Strong
KR1020060005307A;2006;B64C7/00 | B64C39/00;B64C;KR1020060005307A;1;1;0;1;0;1;1;Inactive;5;Low;Strong
FR757605A;1933;B64C39/00 | B64C39/08;B64C;FR757605A;1;2;0;2;0;0;0;Inactive;1;Low;Weak
GB722228A;1955;B64C39/00;B64C;GB722228A;1;0;0;0;0;0;0;Inactive;20;Low;Strong
FR1013037A;1952;B64C39/00 | B64C39/04 | B64D39/00;B64C;FR1013037A;1;0;0;0;0;0;0;Inactive;1;Low;Strong
CN1672994A;2005;B60V3/08 | B64C39/00;B60V;CN1672994A;1;6;0;6;0;3;3;Inactive;5;Low;Weak
FR1281518A;1962;B64C29/00 | B64C39/00;B64C;FR1281518A;1;5;0;5;0;0;0;Inactive;1;Low;Weak
FR2212261B1;1978;B64C3/00 | B64C31/02 | B64C31/028 | B64C39/06 | B64C39/00;B64C;CA1006863A | DE2365104A1 | FR2212261A1 | FR2212261B1 | JP1975006099A;5;1;0;0;0;0;0;Inactive;11;Low;Weak
US4090681;1978;B64C39/06 | B64C39/00 | B64C3/06;B64C;DE2555718A1 | DE2555718B2 | DE2555718C3 | FR2334562A1 | FR2334562B1 | GB1518610A | IT1075200B1 | US4090681;8;38;0;25;11;3;5;Inactive;11;High;Weak
GB529388A;1940;B64C39/02 | B64C39/00;B64C;GB529388A;1;1;0;1;0;0;0;Inactive;11;Low;Strong
DE3522039A1;1987;B64C31/024 | B64C39/00 | B64C3/14 | B64C9/12 | B64C11/16 | B64D27/08;B64C;DE3522039A1;1;1;2;1;6;0;0;Inactive;48;Low;Strong
WO1988006119A1;1988;B64C39/00 | B64C29/02 | B63B35/00;B64C;AU1988013477A1 | BRPI8700732A2 | WO1988006119A1;3;8;0;8;6;0;0;Undetermined;8;Low;Weak
FR1168730A;1958;B64C29/00 | B64C39/00 | B64C39/06;B64C;FR1168730A;1;3;0;3;0;1;1;Inactive;1;Low;Strong
FR460923A;1913;B64C39/00;B64C;FR460923A;1;0;0;0;0;0;0;Inactive;34;Low;Strong
GB208215A;1923;B64C39/00;B64C;GB208215A;1;2;0;2;0;0;0;Inactive;4;Low;Strong
GB985694A;1965;B64C29/00 | B64C39/00;B64C;GB985694A;1;0;0;0;0;0;0;Inactive;28;Low;Strong
DE1258282B;1968;B64C29/02 | B64C39/02 | B64C39/06 | F41G7/30 | B64C39/00;B64C;DE1258282B;1;0;0;0;11;0;0;Inactive;76;Low;Strong
CN204750565U;2015;B64C39/00 | B64D31/00;B64C;CN204750565U;1;0;0;0;2;0;0;Inactive;10;Low;Strong
FR626977A;1927;B64C39/00 | B64C39/06;B64C;FR626977A;1;1;0;1;0;0;0;Inactive;1;Low;Strong
NL1014649C;2001;B64C39/02 | B64C27/04 | B64C27/08 | B64C39/00;B64C;NL1014649C;1;0;0;0;0;0;0;Undetermined;1;Low;Strong
JP1998129598A;1998;B64C39/00 | B62D37/02 | B63B43/14 | B62J99/00 | B64B1/40 | B62J39/00;B64C;JP1998129598A;1;1;0;1;0;0;0;Inactive;1;Low;Strong
WO2019115532A1;2019;B64C39/00 | B64C11/00;B64C;DE102017011890A1 | WO2019115532A1;2;0;0;0;4;0;0;Undetermined;39;Low;Strong
CA2338852A1;2002;B64C39/00 | B64C37/00;B64C;CA2338852A1;1;1;0;1;0;0;0;Inactive;4;Low;Strong
WO2017126964A1;2017;B64C33/02 | B64C39/00;B64C;NL2016130B1 | WO2017126964A1;2;0;0;0;6;0;0;Undetermined;23;Low;Weak
US20120292435A1;2012;B64C39/00 | B64D11/00 | B64C5/02 | B64C25/04 | B64C3/56 | B64D7/00 | B64D27/00 | B64D47/00 | B64D37/00 | B64C1/00 | B64C1/06;B64C;EP2741957A1 | EP2741957A4 | EP2741957B1 | EP3045383A1 | EP3045383B1 | US20120292435A1 | US8967526 | WO2013022955A1;8;16;2;14;14;2;9;Active;71;High;Strong
US6126552;2000;A63G9/00 | B64C39/00 | B64C39/02 | A63G9/16 | A63G31/02 | A63G31/16;A63G;AT274991T | AU1997046390A1 | AU734995B2 | CA2267686A1 | DE69730532D1 | DE69730532T2 | EP1009505A1 | EP1009505A4 | EP1009505B1 | ES2227717T3 | JP2001501522A | PT1009505E | US6126552 | WO1998015331A1;14;10;0;8;4;1;3;Inactive;14;High;Weak
US4032084;1977;B60V1/00 | B64C27/12 | B64C27/00 | B64C27/08 | B64C39/00;B60V;CA1042410A | DE2653787A1 | DE7637224U1 | FR2343634A1 | FR2343634B1 | GB1518464A | JP1977111197A | US4032084;8;27;0;27;6;0;0;Inactive;8;High;Strong
DE3606362A1;1987;B64C39/00 | B64C27/20 | B64C27/00 | B64C39/02 | B64C39/06;B64C;DE3606362A1;1;3;0;3;0;1;1;Inactive;24;Low;Strong
US5082204;1992;B64C39/06 | B64C39/00 | B64C39/10;B64C;IL98630A | IL98630D0 | US5082204;3;69;1;69;20;3;4;Inactive;60;High;Strong
FR2074558A1;1971;B64C3/40 | B64C39/00 | B64C3/00;B64C;FR2074558A1;1;0;0;0;0;0;0;Inactive;62;Low;Strong
FR839417A;1939;B64C39/10 | B64C39/00;B64C;FR839417A;1;1;0;1;0;0;0;Inactive;4;Low;Weak
US3653609;1972;B64C39/06 | B63B1/20 | B64C39/00 | B63B1/16 | B64C3/10;B64C;US3653609;1;4;0;4;4;0;0;Inactive;19;High;Weak
CH367715A;1963;B64C39/00 | B64C39/06;B64C;BE576880A | CH367715A | GB912087A;3;15;0;0;0;0;0;Inactive;15;Low;Strong
US6540179;2003;B64D39/00 | B64C39/00 | B64C39/02 | B64D5/00 | B64D37/00 | B64C1/22;B64D;US20020074454A1 | US6540179;2;47;0;30;5;7;7;Inactive;31;High;Strong
RU2068345C1;1996;B64C39/00 | B60F5/02;B64C;RU2068345C1;1;4;1;4;0;2;2;Inactive;3;Low;Strong
CN201329962Y;2009;B64D27/24 | B64C39/00;B64D;CN201329962Y;1;0;0;0;0;0;0;Inactive;4;Low;Strong
KR100361968B1;2002;B64C39/00;B64C;KR100361968B1 | KR1020010066398A;2;0;0;0;0;0;0;Inactive;6;Low;Strong
CH162339A;1933;B64C39/00 | B64C39/10;B64C;CH162339A;1;0;0;0;0;0;0;Inactive;1;Low;Weak
FR1276446A;1961;B64C29/00 | B64C39/00 | B64C29/02 | B64C39/06;B64C;FR1276446A;1;1;0;1;0;0;0;Inactive;1;Low;Strong
WO2017037699A1;2017;B64F1/04 | B64C39/00;B64F;IL241024A | US20180244402A1 | WO2017037699A1;3;1;0;0;3;0;0;Undetermined;33;High;Strong
WO1998056658A1;1998;B64C27/10 | B64C27/18 | B64G1/62 | B64G1/40 | B64G1/00 | B64G1/14 | B64C39/00 | F02K9/78;B64C;AU1998085303A1 | DE29710244U1 | WO1998056658A1;3;2;1;2;5;0;0;Undetermined;14;Low;Strong
CN202574620U;2012;B64C39/00 | B64D27/08 | B64C3/20 | B64C5/02 | B64C5/06 | B64C1/12 | B64D27/20;B64C;CN202574620U;1;3;0;3;0;1;2;Inactive;7;Low;Weak
US4445652;1984;B64F5/00 | B64C39/00 | B64C39/02 | B64D47/00;B64F;US4445652;1;0;0;0;6;0;0;Inactive;12;High;Strong
EP0183700A1;1986;B64C17/06 | B64C39/00 | B64C39/06 | B64D27/00;B64C;EP0183700A1 | FI840076A | FI840076A0 | JP1987500016A | OA8316A | WO1985003053A1;6;7;0;0;0;0;0;Inactive;5;Low;Strong
FR825657A;1938;B64C39/00;B64C;FR825657A;1;0;0;0;0;0;0;Inactive;1;Low;Weak
CN1530287A;2004;B64C39/00 | B64D27/16;B64C;CN1530287A;1;2;0;2;0;0;0;Inactive;1;Low;Strong
US20090152399A1;2009;B64C1/00 | B64C39/00;B64C;AT510765T | BRPI0711877A2 | CA2650445A1 | CN101454199A | DE102006025388A1 | DE102006025388B4 | EP2021235A1 | EP2021235B1 | JP2009538776A | RU2008145657A | RU2446985C2 | US20090152399A1 | US8490921 | WO2007138082A1 | WO2007138082B1;15;16;0;5;13;2;3;Active;15;High;Strong
US3599902;1971;B64C39/00 | B64C29/00;B64C;US3599902;1;11;0;11;8;1;1;Inactive;3;High;Weak
FR1095754A;1955;B64C39/10 | B64C39/00 | E01H5/04 | E01H5/09 | F16H37/00;B64C;CH300499A | FR1095754A;2;0;0;0;0;0;0;Inactive;1;Low;Weak
CN104627368A;2015;B64D1/18 | B60V3/08 | B64C39/00;B64D;CN104627368A;1;2;0;2;7;2;2;Inactive;13;Low;Strong
US6845939;2005;B64C29/00 | B64C39/00 | B64C39/02 | B64C27/28;B64C;AU2004284064A1 | CA2543767A1 | CN100423991C | CN1898128A | EP1689638A2 | IL175145D0 | JP2007508998A | KR1020060101497A | US20060032971A1 | US20070114325A1 | US6845939 | US7070145 | WO2005039973A2 | WO2005039973A3;14;60;16;40;19;9;16;Inactive;23;High;Strong
FR760640A;1934;B64C39/00;B64C;FR760640A;1;0;0;0;0;0;0;Inactive;1;Low;Weak
US4161300;1979;B64C39/00 | B64C39/12 | B64C30/00 | B64C5/04 | B64C5/10;B64C;DE2656692A1 | DE2656692C2 | FR2374209A1 | GB1595442A | IT1088993B1 | JP1978075700A | SE7713035L | US4161300;8;41;0;36;5;0;2;Inactive;8;High;Strong
GB2203714B;1991;B64C39/00 | B64C39/06 | B64C39/08;B64C;EP0348410A1 | GB2203714A | GB2203714B | GB8804792D0 | WO1988006551A1;5;7;0;1;6;0;0;Inactive;12;Low;Strong
FR733457A;1932;B64C39/00;B64C;FR733457A;1;0;0;0;0;0;0;Inactive;1;Low;Strong
FR532632A;1922;B64C39/00;B64C;FR532632A;1;0;0;0;0;0;0;Inactive;1;Low;Strong
JP3022979B2;2000;B64C | G09B9/46 | B64C39/00 | B64C39/02 | B64C27/00 | B64C19/00 | B64C13/20 | G09B | B64C27/56;B64C;JP1992046897A | JP3022979B2;2;11;1;1;0;0;0;Inactive;1;Low;Strong
GB2530659B;2019;H04N5/345 | B64C39/00 | G01C11/02 | G03B15/00 | H04N5/341 | H04N5/347 | H04N19/142;H04N;GB201515524D0 | GB2530659A | GB2530659B | US20160073048A1 | US9781378;5;3;1;0;8;0;0;Active;4;High;Strong
CH164725A;1933;B64C39/00;B64C;CH164725A;1;0;0;0;0;0;0;Inactive;1;Low;Strong
AU1966001807A1;1967;F03G7/10 | B64C39/00 | F03G3/00;F03G;AU1966001807A1;1;0;0;0;0;0;0;Inactive;35;Low;Strong
EP0596131B1;1997;B60V3/08 | B60V1/00 | B60V1/22 | B64C21/00 | B64C29/00 | B64C39/00 | B64C39/10;B60V;DE69315955D1 | DE69315955T2 | EP0596131A1 | EP0596131A4 | EP0596131B1 | ES2114041T3 | JP1995504869A | RU2033945C1 | WO1993024366A1;9;12;0;2;8;1;1;Inactive;25;Low;Weak
US5765776;1998;B64C39/00 | B64C39/06;B64C;US5765776;1;16;0;16;9;0;3;Inactive;4;High;Weak
CN205931255U;2017;B64C39/00 | B64C27/10;B64C;CN205931255U;1;1;0;1;0;1;1;Inactive;7;Low;Weak
WO2008087496A3;2008;B60L13/03 | H02N15/00 | B64G1/00 | B61B7/00;B60L;WO2008087496A2 | WO2008087496A3;2;0;2;0;12;0;0;Undetermined;34;Low;Strong
WO2019034908A1;2019;H02J3/38 | B60L8/00 | H02J7/00 | H02J7/34 | B64C39/00;H02J;WO2019034908A1;1;0;0;0;2;0;0;Undetermined;55;Low;Strong
KR1020100136954A;2010;A63B69/00 | A63C19/10 | B64F1/04 | B62K17/00;A63B;KR1020100136954A;1;0;0;0;2;0;0;Inactive;9;Low;Strong
GB2403460A;2005;B64C29/00 | B64C39/00 | B64C27/24;B64C;GB0315325D0 | GB2403460A;2;1;0;1;6;0;1;Inactive;5;Low;Strong
FR1033590A;1953;B64C39/00 | F02K7/00 | F02K7/10 | B64C39/06;B64C;FR1033590A;1;2;0;2;0;1;1;Inactive;5;Low;Strong
GB785940A;1957;B64C39/00;B64C;GB785940A;1;0;0;0;0;0;0;Inactive;11;Low;Strong
FR547240A;1922;B64C39/00;B64C;FR547240A;1;1;0;1;0;0;0;Inactive;2;Low;Strong
US4116405;1978;B64C39/00 | B64C29/00 | B64C39/12 | B64C15/12;B64C;US4116405;1;68;0;68;20;0;5;Inactive;33;High;Strong
WO2013004070A1;2013;B64C39/06 | B64C29/00;B64C;CN102862680A | WO2013004070A1;2;1;0;0;8;0;0;Undetermined;6;Low;Weak
US6751529;2004;B64C13/00 | B64C13/16 | B64C39/00 | B64C39/02 | G05B13/02 | A63H30/04 | G05D1/08 | B64C11/34;B64C;US6751529;1;26;8;26;5;1;8;Inactive;52;High;Strong
US6955324;2005;B64C27/20 | B64C27/00 | B64C13/00 | B64C13/20 | B64C39/00 | B64C39/02 | G05D1/00 | G01S3/786 | F41G7/00;B64C;US20050103943A1 | US6955324;2;95;0;73;15;23;36;Inactive;75;High;Strong
FR2293361A1;1976;B64C27/00 | B64C39/00;B64C;FR2293361A1;1;5;0;5;0;0;0;Inactive;10;Low;Strong
DE102009012043A1;2010;B64C33/02;B64C;DE102009012043A1;1;0;0;0;4;0;0;Inactive;20;Low;Strong
US6845940;2005;B64C39/00 | B64C11/00 | B64C11/48 | B64C23/00 | B64C29/00 | B64C27/22;B64C;AT334044T | DE60121780D1 | DE60121780T2 | EP1321361A1 | EP1321361A4 | EP1321361B1 | JP2002104293A | JP3843286B2 | RU2252898C2 | US20040011922A1 | US6845940 | WO2002026560A1;12;11;0;9;11;7;7;Inactive;2;High;Strong
CN105292471B;2016;B64C39/00 | B64D47/00;B64C;CN105292471A | CN105292471B;2;10;0;0;5;0;0;Inactive;13;Low;Strong
GB871257A;1961;B64C39/00 | B64C27/00 | B64C27/04;B64C;GB871257A;1;2;0;2;0;1;1;Inactive;19;Low;Weak
WO2016022482A1;2016;B60L11/18 | B64C39/00;B60L;US20160039541A1 | US9573701 | WO2016022482A1;3;57;0;5;6;5;5;Undetermined;43;High;Strong
CN204184572U;2015;B64C39/00 | A63G3/00;B64C;CN204184572U;1;4;0;4;0;4;4;Inactive;10;Low;Strong
US20050040282A1;2005;B64G1/10 | B64G1/26 | B64G1/40 | B64G1/64 | B64C39/00;B64G;AT469826T | DE602004027502D1 | EP1654159A1 | EP1654159A4 | EP1654159B1 | ES2345494T3 | HK1091789A1 | US20050040282A1 | US6945500 | WO2005090161A1;10;59;0;31;78;10;15;Active;9;High;Weak
WO1995023090A1;1995;F03G3/00 | B64C39/00;F03G;AU1995019193A1 | GB2300230A | GB2300230B | GB9610219D0 | US5427330 | WO1995023090A1;6;6;0;0;3;0;0;Undetermined;6;High;Weak
WO1994000344A1;1994;B64C1/00 | B64C31/02 | B64C31/00 | B64C39/00;B64C;AU1993045925A1 | RU2097267C1 | WO1994000344A1;3;1;2;0;0;0;0;Undetermined;40;Low;Strong
CN2480290Y;2002;B64C39/00;B64C;CN2480290Y;1;1;0;1;0;0;0;Inactive;4;Low;Strong
CH433995A;1967;B64C23/00 | B64C39/00;B64C;CH433995A;1;0;0;0;0;0;0;Inactive;1;Low;Strong
US5152478;1992;B64C27/00 | B64C27/10 | B64C39/00 | B64C27/20 | B64C39/02 | B64C29/00 | B64C39/06;B64C;AU1991076426A1 | AU636484B | CA2042235A1 | CA2042235C | DE69107677D1 | DE69107677T2 | EP0457710A2 | EP0457710A3 | EP0457710B1 | IL98102A | IL98102D0 | JP1992231290A | JP2911643B2 | RU2062246C1 | US5152478;15;138;0;111;13;10;10;Inactive;23;High;Weak
CA2199557A1;1997;B64C35/00 | B60V1/22 | B63B1/12 | B64C39/00;B64C;AU1997020024A1 | CA2199557A1 | US5727495;3;30;0;2;0;0;0;Inactive;9;High;Weak
FR421136A;1911;B64C39/00;B64C;FR421136A;1;4;0;4;0;0;0;Inactive;20;Low;Strong
GB130859A;1919;B64C39/00;B64C;GB130859A;1;0;0;0;0;0;0;Inactive;6;Low;Weak
US5098034;1992;B64C39/00 | B64C3/38 | B64C39/08 | B64C29/00 | B64C3/00 | B64C27/00;B64C;US5098034;1;47;0;47;12;4;8;Inactive;20;High;Strong
US5653404;1997;B63G8/08 | B63G8/00 | B64C39/00 | B64C29/00 | B64C11/46 | B64C27/10;B63G;US5653404;1;71;0;71;15;4;9;;373;High;Strong
US4530476;1985;B64C39/00 | B64C39/02 | B64F1/10 | B64F1/00 | F41G7/22 | F41G7/00 | F41G7/20 | F41F3/00 | F42B15/16;B64C;CA1200300A | DE3229474A1 | DE3229474C2 | GB2104853A | GB2104853B | IL66512A | KR1019840001090A | KR1019890000530B1 | TR21930A | US4530476;10;32;0;23;5;1;2;Inactive;114;High;Weak
CN201354148Y;2009;B64C39/00 | B64D27/24;B64C;CN201354148Y;1;0;0;0;0;0;0;Inactive;7;Low;Strong
GB114057A;1918;B64C39/00 | D21F11/00 | D21F11/16;B64C;GB114057A;1;0;0;0;0;0;0;Inactive;4;Low;Strong
FR419746A;1911;B64C39/00;B64C;FR419746A;1;0;0;0;0;0;0;Inactive;7;Low;Strong
DE20015408U1;2001;B64C39/00 | B64D27/20 | B64C29/04 | B64D27/16;B64C;DE20015408U1;1;0;0;0;0;0;0;Inactive;4;Low;Strong
FR390933A;1908;B64C39/00;B64C;FR390933A;1;0;0;0;0;0;0;Inactive;19;Low;Weak
ES2260966B1;2007;B64C39/00 | B64D19/02;B64C;ES2260966A1 | ES2260966B1;2;1;0;0;0;0;0;Inactive;13;Low;Strong
CN204250356U;2015;B64C3/00 | B64C39/00;B64C;CN204250356U;1;6;0;6;0;6;6;Inactive;3;Low;Strong
GB191314233A;1913;B64C39/00;B64C;GB191314233A;1;0;0;0;0;0;0;Inactive;2;Low;Strong
CN1111204A;1995;B64C3/00 | B64C39/00;B64C;CN1111204A;1;1;0;1;0;0;0;Inactive;9;Low;Strong
WO2004060743A2;2004;B64C39/00 | B64C3/56 | B64C39/02 | B64C3/00 | A63H27/00 | B64B;B64C;AU2003302245A1 | AU2003302245A8 | CA2550146A1 | US20040245393A1 | US20060284005A1 | US7331546 | WO2004060743A2 | WO2004060743A3;8;29;0;5;3;0;0;Undetermined;49;High;Strong
CN109319114A;2019;B64C39/00 | B64D27/16;B64C;CN109319114A;1;0;0;0;0;0;0;Pending;5;Low;Weak
US6488232;2002;B64C39/00 | B64C39/02 | B64C29/00;B64C;AU2000023705A1 | EP1140623A1 | US20020003188A1 | US6488232 | WO2000035751A1 | WO2000035751A9;6;83;1;42;27;7;16;Inactive;73;High;Strong
FR1070544A;1954;B64C39/00 | F02C7/04;B64C;FR1070544A;1;3;0;3;0;1;1;Inactive;1;Low;Strong
JP2006149265A;2006;B64C39/02 | B64D1/16 | A01M9/00 | B05B17/00 | B64C27/04 | B64C39/00 | B64C27/00 | B64D1/00;B64C;JP2006149265A | JP4286765B2;2;3;0;3;0;2;2;Inactive;18;Low;Weak
EP2250082A2;2010;B64C11/00 | B64C39/00;B64C;DE102008008436A1 | DE102009008078A1 | EP2250082A2 | WO2009097846A2 | WO2009097846A3;5;6;1;0;0;0;0;Inactive;5;Low;Strong
EP3328731A4;2018;B64C27/00 | B64C39/00;B64C;EP3328731A1 | EP3328731A4 | US10222795 | US20180157253A1 | US20190179303A1 | WO2017017675A1;6;1;2;0;6;0;0;Pending;53;High;Strong
US10293931;2019;B64C29/00 | B64C39/12 | B64C39/00 | B64C23/02 | B64C29/02;B64C;US10293931 | US20180057160A1;2;0;0;0;70;0;0;Active;23;High;Strong
FR2690411B1;1997;B64D1/16 | F41J2/02 | F42B12/38 | B64D47/06 | F42B4/00 | B64C39/00;B64D;EP0568436A1 | FR2690411A1 | FR2690411B1;3;11;0;0;0;0;0;Inactive;30;Low;Weak
GB191019946A;1911;B64C39/00;B64C;GB191019946A;1;0;0;0;0;0;0;Inactive;3;Low;Weak
CN201309589Y;2009;B64C39/00 | B64C1/00 | B64C35/00;B64C;CN201309589Y;1;0;0;0;0;0;0;Inactive;15;Low;Strong
US3697020;1972;B64C39/00 | B64C39/06 | B64C29/00;B64C;CA934354A | DE2142429A1 | GB1319428A | US3697020;4;47;0;37;7;0;1;Inactive;35;High;Strong
FR402883A;1909;B64C39/00;B64C;FR402883A;1;0;0;0;0;0;0;Inactive;14;Low;Weak
DE3423107C2;1986;B64C31/028 | B64C3/56 | B64C31/06 | B64C39/00;B64C;DE3423107A1 | DE3423107C2;2;0;1;0;0;0;0;Inactive;27;Low;Strong
TW239108B;1995;B64C39/00;B64C;TW239108B;1;2;0;2;0;0;0;Inactive;28;Low;Weak
WO2001061189A3;2001;A61K9/02 | A61K47/36 | A61K47/28 | A61K31/05 | B64C39/00 | A61P25/16 | A61P29/00 | A61K31/015 | A61K31/7048 | A61K31/357 | A61K9/00 | A61K8/33 | A61K8/30 | A61K8/72 | A61K31/575 | A61K9/16 | A61K47/48 | A61P43/00 | A61K8/99 | A61K47/14 | A61K47/22 | A61K8/00 | A61P21/02 | A61K31/122 | A61P31/10 | A61P9/10 | A61K9/10 | A61K38/43 | A61Q17/00 | A61K8/63 | A61K9/14 | A61K9/06 | A61P3/06 | A61K31/07 | A61K9/08 | A61Q19/00 | A61P35/00 | A61K9/48 | A61K8/11 | A61K31/01 | A61K47/34 | A61K8/06 | A61K8/35 | A61Q19/08 | A61K8/67 | A61K31/355 | A61K31/045 | B64G1/40 | A61K8/58 | A61P25/28 | A61K9/20 | A61K47/32 | A61K8/64 | A61K31/047 | A61K47/42 | A61K31/56 | A61K8/55 | A61K8/86 | A61K31/085 | A61P25/00 | A61P9/00;A61K;AU2001056881A1 | WO2001061189A2 | WO2001061189A3;3;0;1;0;2;0;0;Undetermined;15;Low;Strong
GB125735A;1919;B64C39/00;B64C;GB125735A;1;0;0;0;0;0;0;Inactive;8;Low;Strong
FR829702A;1938;B64C39/00;B64C;FR829702A;1;0;0;0;0;0;0;Inactive;1;Low;Strong
FR2482043B1;1983;B64C39/00 | B64C29/00;B64C;FR2482043A1 | FR2482043B1;2;1;0;0;0;0;0;Inactive;9;Low;Strong
